Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,Latitude,Longitude
TJ's Seafood,78752,12/22/2015,84,"7110 CAMERON RD Bldg C
AUSTIN, TX 78752
(30.325667, -97.692652)",10907632,Routine Inspection,30.325667,-97.692652
TJ's Seafood,78752,11/14/2016,79,"7110 CAMERON RD Bldg C
AUSTIN, TX 78752
(30.325667, -97.692652)",10907632,1st Follow Up to Routine of 50 - 69,30.325667,-97.692652
TKO Nutrition,78660,4/20/2016,94,"2700 W PECAN ST
AUSTIN, TX 78660
(30.449334, -97.657083)",11418907,Routine Inspection,30.449334,-97.657083
TKO Nutrition and Smoothies,78758,1/25/2017,94,"9003 WATERFORD CENTRE BLVD Unit 130
AUSTIN, TX 78758
(30.375447, -97.729831)",10532645,Routine Inspection,30.375447,-97.729831
TNT Tacos and Tequila,78703,8/9/2016,86,"507 PRESSLER ST
AUSTIN, TX 78703
(30.273357, -97.760498)",10385170,Routine Inspection,30.273357,-97.760498
Toastie's Sub Shop,78705,5/22/2015,87,"2408 SAN GABRIEL ST
AUSTIN, TX 78705
(30.288835, -97.74775)",11081875,Routine Inspection,30.288835,-97.74775
Toastie's Sub Shop,78704,9/8/2015,90,"215 S LAMAR BLVD NB Unit A
AUSTIN, TX 78704
(30.263569, -97.757361)",10602321,Routine Inspection,30.263569,-97.757361
Together Restaurant,78758,3/10/2016,85,"9200 N LAMAR BLVD Unit 101
AUSTIN, TX 78758
(30.361294, -97.698022)",11391827,Routine Inspection,30.361294,-97.698022
Tokyo Electron #6273,78741,11/24/2014,90,"2400 GROVE BLVD
AUSTIN, TX 78741
(30.221712, -97.707703)",2800816,Routine Inspection,30.221712,-97.707703
Tokyo Garden,78749,11/6/2014,96,"5800 W SLAUGHTER LN
AUSTIN, TX 78749
(30.200438, -97.876151)",2803185,Routine Inspection,30.200438,-97.876151
Tokyo Garden Catering,78731,7/25/2014,100,"7025 VILLAGE CENTER DR
AUSTIN, TX 78731
(30.352678, -97.756119)",2802634,Routine Inspection,30.352678,-97.756119
Tokyo Gardens,78726,6/22/2016,99,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2802916,Routine Inspection,30.4545,-97.82678
Tokyo Gardens,78753,6/23/2015,96,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",2802959,Routine Inspection,30.403174,-97.672214
Tokyo Gardens,78748,7/29/2015,92,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2803164,Routine Inspection,30.173754,-97.825398
Tokyo Gardens Catering,78741,2/7/2017,100,"2508 E RIVERSIDE DR
AUSTIN, TX 78741
(30.234637, -97.723434)",10750623,Routine Inspection,30.234637,-97.723434
Tokyo Gardens Catering,78744,3/25/2015,100,"6607 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.18997, -97.770312)",10743813,Routine Inspection,30.18997,-97.770312
Tokyo Gardens Catering,78726,1/11/2016,97,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.40541, -97.853164)",2802625,Routine Inspection,30.40541,-97.853164
Tokyo Gardens Catering,78751,12/18/2014,100,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298553, -97.720058)",2802167,Routine Inspection,30.298553,-97.720058
Tokyo Gardens Catering,78660,6/8/2015,92,"1434 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.441201, -97.664452)",10747701,Routine Inspection,30.441201,-97.664452
Tokyo Gardens Catering,78749,5/16/2016,100,"6900 BRODIE LN
AUSTIN, TX 78749
(30.215283, -97.829514)",2803002,Routine Inspection,30.215283,-97.829514
Tokyo Gardens Catering,78759,8/18/2015,100,"10710 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.398617, -97.746473)",2802635,Routine Inspection,30.398617,-97.746473
Tokyo Gardens Catering,78727,7/1/2014,96,"6001 W PARMER LN
AUSTIN, TX 78727
(30.442053, -97.74155)",10743681,Routine Inspection,30.442053,-97.74155
Tokyo Gardens Catering,78723,2/17/2015,95,"1801 E 51ST ST
AUSTIN, TX 78723
(30.302589, -97.697714)",10990336,Routine Inspection,30.302589,-97.697714
Tokyo Gardens Catering LLC,78756,6/16/2015,97,"5808 BURNET RD
AUSTIN, TX 78756
(30.334115, -97.739948)",10515079,Routine Inspection,30.334115,-97.739948
"Tokyo Gardens Catering, LLC",78758,8/7/2014,95,"12407 N MOPAC EXPY NB Unit 700
AUSTIN, TX 78758
(30.41781, -97.704612)",10743910,Routine Inspection,30.41781,-97.704612
"Tokyo Gardens Catering, LLC",78704,3/31/2014,95,"101 W OLTORF ST
AUSTIN, TX 78704
(30.239295, -97.754346)",2802900,Routine Inspection,30.239295,-97.754346
Tokyo Japanese Restaurant,78746,10/9/2014,90,"3201 BEE CAVES RD Unit 100
AUSTIN, TX 78746
(30.273599, -97.799243)",10850624,Routine Inspection,30.273599,-97.799243
Tom Thumb # 2987 Fuel Station,78732,10/7/2016,100,"5145 N FM 620 RD Bldg M
AUSTIN, TX 78732
(30.390367, -97.884685)",10957389,Routine Inspection,30.390367,-97.884685
Tomgro Grocery,78741,2/3/2016,86,"1313 MONTOPOLIS DR
AUSTIN, TX 78741
(30.230262, -97.700055)",2803758,Routine Inspection,30.230262,-97.700055
Tomodachi,78727,3/17/2015,87,"4101 W PARMER LN
AUSTIN, TX 78727
(30.42598, -97.716474)",2802895,Routine Inspection,30.42598,-97.716474
Toms,78704,5/16/2016,91,"1401 S CONGRESS AVE
AUSTIN, TX 78704
(30.249751, -97.749609)",11099415,Routine Inspection,30.249751,-97.749609
Tomunchi Frozen Yogurt,78758,3/6/2015,91,"1701 W PARMER LN Unit 105
AUSTIN, TX 78758
(30.412667, -97.68955)",10120967,Routine Inspection,30.412667,-97.68955
Tony C's Pizza & Wine Bar,78717,3/7/2016,80,"10526 W PARMER LN
AUSTIN, TX 78717
(30.496704, -97.774871)",10925608,Routine Inspection,30.496704,-97.774871
Top Notch,78757,5/14/2014,97,"7525 BURNET RD
AUSTIN, TX 78757
(30.351364, -97.733772)",10427418,Routine Inspection,30.351364,-97.733772
TopGolf USA Austin,78758,1/31/2017,96,"2700 ESPERANZA XING
AUSTIN, TX 78758
(30.397697, -97.717839)",10910024,Routine Inspection,30.397697,-97.717839
Torchy's Tacos,78726,3/27/2015,97,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",10652331,Routine Inspection,30.4545,-97.82678
Torchy's Tacos,78756,3/3/2016,87,"5119 BURNET RD
AUSTIN, TX 78756
(30.323329, -97.739436)",10496904,Routine Inspection,30.323329,-97.739436
Torchy's Tacos,78731,6/3/2016,88,"4211 SPICEWOOD SPRINGS RD
AUSTIN, TX 78731
(30.37101, -97.756003)",10382525,Routine Inspection,30.37101,-97.756003
Torchy's Tacos,78704,8/10/2015,97,"2809 S 1ST ST
AUSTIN, TX 78704
(30.236335, -97.763288)",10113800,Routine Inspection,30.236335,-97.763288
Torchy's Tacos,78749,12/2/2014,91,"4301 W WILLIAM CANNON DR Bunit 400
AUSTIN, TX 78749
(30.221772, -97.838267)",10363316,Routine Inspection,30.221772,-97.838267
Torchy's Tacos,78704,8/16/2016,96,"1822 S CONGRESS AVE
AUSTIN, TX 78704
(30.245302, -97.751273)",11456738,Routine Inspection,30.245302,-97.751273
Torchy's Tacos,78705,7/8/2014,100,"2801 GUADALUPE ST Unit 5-B
AUSTIN, TX 78705
(30.293624, -97.741933)",10149497,Routine Inspection,30.293624,-97.741933
Torchy's Tacos,78704,1/26/2015,87,"3005 S LAMAR BLVD Bunit 116
AUSTIN, TX 78704
(30.242145, -97.784375)",10558516,Routine Inspection,30.242145,-97.784375
Torchy's Tacos,78723,8/15/2016,96,"1801 E 51ST ST Bunit 450
AUSTIN, TX 78723
(30.302589, -97.697714)",11232472,Routine Inspection,30.302589,-97.697714
Tortilleria El Taquito,78758,8/31/2015,91,"8610 N LAMAR BLVD Unit 114
AUSTIN, TX 78758
(30.354921, -97.703466)",10968460,Routine Inspection,30.354921,-97.703466
Tortilleria Krystal,78753,5/11/2015,83,"1033 E HOWARD LN Bunit C
AUSTIN, TX 78753
(30.409133, -97.647939)",11170853,Routine Inspection,30.409133,-97.647939
Tortilleria Rio Grande,78753,2/25/2015,88,"900 E BRAKER LN Unit 160
AUSTIN, TX 78753
(30.376103, -97.673724)",10239712,Routine Inspection,30.376103,-97.673724
Tortilleria Rio Grande ,78745,5/10/2016,86,"500 W WILLIAM CANNON DR Unit 402
AUSTIN, TX 78745
(30.19648, -97.786236)",10507284,Routine Inspection,30.19648,-97.786236
Toss Pizzeria and Pub,78704,2/15/2017,93,"2901 S 1ST ST Unit 102
AUSTIN, TX 78704
(30.236515, -97.763176)",11539622,Routine Inspection,30.236515,-97.763176
Total Wine & More,78613,3/31/2016,96,"11066 PECAN PARK BLVD Unit 117
AUSTIN, TX 78613
(30.468669, -97.803761)",11409555,Routine Inspection,30.468669,-97.803761
Touche,78701,3/16/2016,87,"417 E 6TH ST
AUSTIN, TX 78701
(30.266911, -97.73869)",2801223,Routine Inspection,30.266911,-97.73869
Toulouse,78701,7/20/2016,94,"409 E 6TH ST
AUSTIN, TX 78701
(30.26697, -97.738899)",11167273,Routine Inspection,30.26697,-97.738899
Town and Country Optimist,78729,4/13/2016,80,"9100 MEADOWHEATH DR
AUSTIN, TX 78729
(30.464399, -97.773496)",10557844,Routine Inspection,30.464399,-97.773496
Town Food Mart,78745,2/3/2017,95,"800 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.191052, -97.771828)",10104331,Routine Inspection,30.191052,-97.771828
Town Lake Residence Condominium,78701,12/11/2014,100,"98 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.262711, -97.742141)",10475293,Routine Inspection,30.262711,-97.742141
"Townsend, The",78701,11/4/2016,88,"718 CONGRESS AVE
AUSTIN, TX 78701
(30.269635, -97.742234)",11330207,Routine Inspection,30.269635,-97.742234
Track Side,78702,11/13/2014,97,"507 CALLES ST Unit 100
AUSTIN, TX 78702
(30.258343, -97.712682)",10903044,Routine Inspection,30.258343,-97.712682
Trader Joe's # 452,78703,1/26/2016,91,"211 WALTER SEAHOLM DR
AUSTIN, TX 78703
(30.267011, -97.753121)",11326696,Routine Inspection,30.267011,-97.753121
Trader Joe's #454,78759,4/19/2016,99,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394529, -97.75208)",11146920,Routine Inspection,30.394529,-97.75208
Travis Co Jail,78701,5/6/2015,100,"500 W 10TH ST
AUSTIN, TX 78701
(30.273145, -97.746189)",2800336,Routine Inspection,30.273145,-97.746189
Travis Co. - South Rural Community Ctr.,78617,12/10/2015,89,"3518 S FM 973 RD
AUSTIN, TX 78617
(30.198086, -97.642453)",2802676,Routine Inspection,30.198086,-97.642453
Travis Co. East Rural Comm. Ctr.,78653,7/25/2016,95,"600 W CARRIE MANOR ST
MANOR, TX 78653
(30.339656, -97.559204)",2802779,Routine Inspection,30.339656,-97.559204
Travis County  DWI Treatment,78617,3/29/2016,98,"3404 S FM 973 RD
AUSTIN, TX 78617
(30.201019, -97.640338)",2800878,Routine Inspection,30.201019,-97.640338
Travis Heights Elementary,78704,11/16/2016,97,"2010 ALAMEDA DR
AUSTIN, TX 78704
(30.240952, -97.745965)",2800308,Routine Inspection,30.240952,-97.745965
Travis High School,78704,11/29/2016,100,"1211 E OLTORF ST
AUSTIN, TX 78704
(30.234768, -97.743904)",2800307,Routine Inspection,30.234768,-97.743904
Travis High School Child Development Center,78704,12/7/2015,97,"1314 E OLTORF ST
AUSTIN, TX 78704
(30.234179, -97.742811)",11309576,Routine Inspection,30.234179,-97.742811
TravisCo Correctional Complex,78617,2/14/2017,97,"3614 BILL PRICE RD
AUSTIN, TX 78617
(30.199789, -97.646735)",2801300,Routine Inspection,30.199789,-97.646735
Tres Amigos Rest & Cantina,78748,10/16/2014,77,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173647, -97.823444)",2800863,Routine Inspection,30.173647,-97.823444
Trianon Coffee,78746,12/8/2016,95,"3201 BEE CAVES RD Unit 163
AUSTIN, TX 78746
(30.273599, -97.799243)",11004049,Routine Inspection,30.273599,-97.799243
Trifecta on 3rd,78701,7/16/2014,75,"360 NUECES ST Unit 10
AUSTIN, TX 78701
(30.267075, -97.749458)",10487240,Routine Inspection,30.267075,-97.749458
Trinity Child Development Center,78723,8/27/2014,100,"5801 WESTMINSTER DR
AUSTIN, TX 78723
(30.311954, -97.690691)",10383930,Routine Inspection,30.311954,-97.690691
Trinity Hall,78701,3/15/2016,91,"311 E 5TH ST
AUSTIN, TX 78701
(30.266226, -97.739945)",11047175,Routine Inspection,30.266226,-97.739945
Triny's Kitchen,78723,9/4/2015,97,"2039 AIRPORT BLVD
AUSTIN, TX 78723
(30.284441, -97.705204)",10604475,Routine Inspection,30.284441,-97.705204
"Trophy Club, The",78701,1/15/2015,80,"308 1/2 E 6TH ST
AUSTIN, TX 78701
(30.267358, -97.740337)",10564086,Routine Inspection,30.267358,-97.740337
Tropical Market,78753,7/28/2016,83,"10805 N LAMAR BLVD
AUSTIN, TX 78753
(30.37695, -97.689195)",10935507,Routine Inspection,30.37695,-97.689195
Tropical Smoothie Cafe,78758,6/6/2016,86,"11928 STONEHOLLOW DR
AUSTIN, TX 78758
(30.401258, -97.704221)",11099446,Routine Inspection,30.401258,-97.704221
Tropical Smoothie Cafe,78702,10/27/2015,80,"3401 WEBBERVILLE RD
AUSTIN, TX 78702
(30.268401, -97.707223)",11099460,Routine Inspection,30.268401,-97.707223
Tropical Smoothie Cafe,78741,10/16/2015,97,"1020 GROVE BLVD
AUSTIN, TX 78741
(30.235995, -97.703777)",11099463,Routine Inspection,30.235995,-97.703777
Tropical Smoothie Cafe,78752,7/20/2016,88,"6001 AIRPORT BLVD
AUSTIN, TX 78752
(30.325413, -97.71601)",11197932,Routine Inspection,30.325413,-97.71601
Tropicana Bar & Grill,78721,8/31/2016,93,"1141-1/2 AIRPORT BLVD
AUSTIN, TX 78721
(30.271281, -97.697215)",11411568,Routine Inspection,30.271281,-97.697215
Tropicana Cuban Restaurant,78758,1/28/2016,71,"9616 N LAMAR BLVD Unit 141
AUSTIN, TX 78758
(30.365822, -97.695459)",10662759,Routine Inspection,30.365822,-97.695459
Troy,78759,9/29/2015,84,"8105 MESA DR Bldg A
AUSTIN, TX 78759
(30.371779, -97.75711)",11176042,Routine Inspection,30.371779,-97.75711
Trudy's North Star,78757,12/26/2014,86,"8820 BURNET RD
AUSTIN, TX 78757
(30.370703, -97.72705)",2800417,Routine Inspection,30.370703,-97.72705
Trudy's South Star,78745,12/13/2016,82,"901 LITTLE TEXAS LN
AUSTIN, TX 78745
(30.198648, -97.768572)",10088126,Routine Inspection,30.198648,-97.768572
Trudy's Texas Star Cafe,78705,7/9/2015,93,"409 W 30TH ST
AUSTIN, TX 78705
(30.295762, -97.740531)",2800616,Routine Inspection,30.295762,-97.740531
True Food Kitchen,78701,11/3/2016,88,"222 WEST AVE Unit 100
AUSTIN, TX 78701
(30.267297, -97.751695)",11477028,Routine Inspection,30.267297,-97.751695
Truluck's,78759,1/14/2015,97,"10225 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.394877, -97.745915)",2801908,Routine Inspection,30.394877,-97.745915
Truluck's (Austin's),78701,6/30/2016,89,"200 W 4TH ST
AUSTIN, TX 78701
(30.266622, -97.745022)",2801538,Routine Inspection,30.266622,-97.745022
Tucci's Southside Subs,78745,8/5/2015,92,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19096, -97.771937)",2800938,Routine Inspection,30.19096,-97.771937
Tuk Tuk Thai Cafe,78745,2/8/2016,98,"5517 MANCHACA RD
AUSTIN, TX 78745
(30.216111, -97.796923)",10883510,Routine Inspection,30.216111,-97.796923
Turf & Surf Po'boy,78701,3/10/2015,76,"405 LAVACA ST
AUSTIN, TX 78701
(30.26729, -97.74574)",10903317,Routine Inspection,30.26729,-97.74574
Turner-Roberts Recreation Center,78724,10/28/2015,93,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.302601, -97.637029)",10184483,Routine Inspection,30.302601,-97.637029
Tutty Frutty,78745,12/20/2016,93,"500 W WILLIAM CANNON DR Unit 506A
AUSTIN, TX 78745
(30.19648, -97.786236)",11315789,Routine Inspection,30.19648,-97.786236
Twice the Ice,78702,11/19/2014,100,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272318, -97.697534)",10748848,Routine Inspection,30.272318,-97.697534
Twice the Ice,78757,1/12/2016,100,"8400 BURNET RD Unit 3
AUSTIN, TX 78757
(30.364881, -97.728552)",11232070,Routine Inspection,30.364881,-97.728552
Twice the Ice,78745,6/4/2014,94,"746 W STASSNEY LN
AUSTIN, TX 78745
(30.208987, -97.78379)",10952835,Routine Inspection,30.208987,-97.78379
Twin Creeks CC Temp Snack Bar,78613,7/29/2014,93,"3201 TWIN CREEKS CLUB DR
CEDAR PARK, TX 78613
(30.461371, -97.856683)",2802235,Routine Inspection,30.461371,-97.856683
Twin Creeks Cellar,78652,11/16/2016,99,"12521 TWIN CREEKS RD
AUSTIN, TX 78652
(30.129818, -97.823095)",11062319,Routine Inspection,30.129818,-97.823095
Twin Creeks Country Club,78613,7/30/2015,90,"3201 TWIN CREEKS CLUB DR
CEDAR PARK, TX 78613
(30.461371, -97.856683)",10197578,Routine Inspection,30.461371,-97.856683
Twin Lion Chinese Restaurant,78759,2/3/2017,90,"4815 W BRAKER LN
AUSTIN, TX 78759
(30.40065, -97.747851)",2800036,Routine Inspection,30.40065,-97.747851
Twin Liquors,78751,11/19/2014,97,"1000 E 41ST ST Unit 810
AUSTIN, TX 78751
(30.298553, -97.720058)",10175477,Routine Inspection,30.298553,-97.720058
Twin Liquors #10,78726,6/6/2014,96,"7301 N FM 620 RD Unit 105
AUSTIN, TX 78726
(30.40541, -97.853164)",10526406,Routine Inspection,30.40541,-97.853164
Twin Peaks,78745,7/8/2014,78,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",10080943,Routine Inspection,30.2,-97.77
Twisted Root Burger Company,78757,12/13/2016,74,"7211 BURNET RD
AUSTIN, TX 78757
(30.348893, -97.735326)",11275764,Routine Inspection,30.348893,-97.735326
Two Steps Ahead Learning Center,78723,10/29/2015,97,"3028 ROGGE LN
AUSTIN, TX 78723
(30.303188, -97.678524)",10871599,Routine Inspection,30.303188,-97.678524
Tyson's Tacos,78751,7/20/2016,71,"4905 AIRPORT BLVD
AUSTIN, TX 78751
(30.309652, -97.715564)",10933597,Routine Inspection,30.309652,-97.715564
U PAK M,78748,10/12/2015,100,"11940 MANCHACA RD
AUSTIN, TX 78748
(30.145872, -97.833057)",2803509,Routine Inspection,30.145872,-97.833057
Uchi,78704,4/7/2015,80,"801 S LAMAR BLVD
AUSTIN, TX 78704
(30.257725, -97.759946)",2801891,Routine Inspection,30.257725,-97.759946
Uchiko,78756,8/13/2015,100,"4200 N LAMAR BLVD
AUSTIN, TX 78756
(30.310312, -97.739778)",10384251,Routine Inspection,30.310312,-97.739778
Udon Daito,78705,6/23/2015,97,"2716-1/2 GUADALUPE ST
AUSTIN, TX 78705
(30.292984, -97.741602)",11040770,Routine Inspection,30.292984,-97.741602
U-Flote-M,78734,5/31/2016,98,"6410 HUDSON BEND RD
AUSTIN, TX 78734
(30.428317, -97.924489)",10989704,Routine Inspection,30.428317,-97.924489
Umi Sushi Bar & Grill,78745,4/15/2016,79,"5510 S IH 35 SVRD SB
AUSTIN, TX 78745
(30.200293, -97.763074)",2801677,Routine Inspection,30.200293,-97.763074
Umi Sushi Bar & Grill,78745,4/18/2014,83,"5510 S IH 35 SVRD SB
AUSTIN, TX 78745
(30.200293, -97.763074)",2801677,1st Follow Up to Routine of 50 - 69,30.200293,-97.763074
Uncle Billy's Brew & Que,78704,3/17/2015,85,"1530 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261942, -97.761236)",10003881,Routine Inspection,30.261942,-97.761236
Uncle Julio's Fine Mexican Food ,78701,8/14/2014,71,"301 BRAZOS ST Unit 150
AUSTIN, TX 78701
(30.2651, -97.742451)",10963502,Routine Inspection,30.2651,-97.742451
Unit D Pizzeria,78722,10/5/2016,100,"2406 MANOR RD Unit D
AUSTIN, TX 78722
(30.28466, -97.716836)",11378339,Routine Inspection,30.28466,-97.716836
University Ave Church,78705,2/9/2015,93,"1903 UNIVERSITY AVE
AUSTIN, TX 78705
(30.28129, -97.739788)",2800271,Routine Inspection,30.28129,-97.739788
University Baptist Church,78705,1/27/2016,89,"2130 GUADALUPE ST
AUSTIN, TX 78705
(30.284747, -97.741879)",10117252,Routine Inspection,30.284747,-97.741879
University Medical Center Brackenridge,78701,9/20/2016,89,"601 E 15TH ST
AUSTIN, TX 78701
(30.275055, -97.732977)",10955890,Routine Inspection,30.275055,-97.732977
University Medical Center of Brackenridge Coffee Shop,78701,12/29/2016,99,"601 E 15TH ST
AUSTIN, TX 78701
(30.275055, -97.732977)",11448965,Routine Inspection,30.275055,-97.732977
University of Texas Golf Club Pool,78732,3/9/2016,96,"2210 UNIVERSITY CLUB DR
AUSTIN, TX 78732
(30.356608, -97.891452)",10921010,Routine Inspection,30.356608,-97.891452
University Towers,78705,10/2/2015,94,"801 W 24TH ST
AUSTIN, TX 78705
(30.288042, -97.746267)",10814775,Routine Inspection,30.288042,-97.746267
University United Methodist Church,78705,4/12/2016,95,"2409 GUADALUPE ST
AUSTIN, TX 78705
(30.288244, -97.741558)",11146058,Routine Inspection,30.288244,-97.741558
Upper Crust Bakery,78756,1/30/2015,87,"4508 BURNET RD
AUSTIN, TX 78756
(30.315685, -97.741373)",2800031,Routine Inspection,30.315685,-97.741373
Urban Market,78702,8/25/2014,97,"1905 E 12TH ST
AUSTIN, TX 78702
(30.27381, -97.719664)",2803966,Routine Inspection,30.27381,-97.719664
UT Golf Club,78732,8/9/2016,88,"2200 UNIVERSITY CLUB DR
AUSTIN, TX 78732
(30.356651, -97.891374)",2802127,Routine Inspection,30.356651,-97.891374
UTea Town,78705,2/17/2016,95,"2901 MEDICAL ARTS ST Unit 300
AUSTIN, TX 78705
(30.288704, -97.728825)",11141230,Routine Inspection,30.288704,-97.728825
V Austin,78701,12/15/2016,91,"409 COLORADO ST Unit B
AUSTIN, TX 78701
(30.267127, -97.744612)",11493528,Routine Inspection,30.267127,-97.744612
Valhalla,78701,11/6/2014,93,"710 RED RIVER ST
AUSTIN, TX 78701
(30.268011, -97.736643)",10367860,Routine Inspection,30.268011,-97.736643
Vandegrift High School,78750,4/20/2016,100,"9500 MC NEIL DR
AUSTIN, TX 78750
(30.395309, -97.826822)",10417414,Routine Inspection,30.395309,-97.826822
"Vanilla Orchid, The",78757,10/19/2016,92,"7433 BURNET RD
AUSTIN, TX 78757
(30.350366, -97.734407)",11318835,Routine Inspection,30.350366,-97.734407
Vaquero Taquero LLC,78702,10/27/2016,100,"2600 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.253841, -97.715238)",11480435,Routine Inspection,30.253841,-97.715238
Vargas Food Store,78741,2/25/2015,94,"809 VARGAS RD
AUSTIN, TX 78741
(30.234009, -97.693707)",2804078,Routine Inspection,30.234009,-97.693707
Varsity Pizza,78705,1/3/2017,93,"3000 DUVAL ST
AUSTIN, TX 78705
(30.291958, -97.734106)",2801433,Routine Inspection,30.291958,-97.734106
Vasquez Mexican Restaurant #2,78758,11/26/2014,87,"9063 RESEARCH BLVD NB
AUSTIN, TX 78758
(30.374064, -97.727482)",2801933,Routine Inspection,30.374064,-97.727482
Vasquez Tacos,78753,5/13/2014,78,"915 E BRAKER LN
AUSTIN, TX 78753
(30.375277, -97.672314)",2801286,Routine Inspection,30.375277,-97.672314
Verde's Mexican Parrilla,78738,4/21/2016,81,"16018 HAMILTON POOL RD
AUSTIN, TX 78738
(30.298029, -98.006885)",10121745,Routine Inspection,30.298029,-98.006885
"Verts Mediterranean Grill, Inc. ",78723,4/6/2015,96,"1801 E 51ST ST
AUSTIN, TX 78723
(30.302589, -97.697714)",10985121,Routine Inspection,30.302589,-97.697714
"Verts Mediterranean Grill, Inc. ",78705,6/29/2016,90,"2530 GUADALUPE ST
AUSTIN, TX 78705
(30.289893, -97.741401)",10618521,Routine Inspection,30.289893,-97.741401
"Verts Mediterranean Grill, Inc. ",78729,1/5/2016,87,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",11081922,Routine Inspection,30.445314,-97.743259
"Verts Mediterranean Grill, Inc. ",78741,8/15/2016,85,"1920 E RIVERSIDE DR Bunit 110
AUSTIN, TX 78741
(30.241939, -97.728297)",11269479,Routine Inspection,30.241939,-97.728297
"Verts Mediterranean Grill, Inc. ",78704,9/8/2016,91,"1500 S LAMAR BLVD
AUSTIN, TX 78704
(30.252147, -97.7643)",10912346,Routine Inspection,30.252147,-97.7643
"Verts Mediterranean Grill, Inc. ",78757,1/13/2015,100,"2438 W ANDERSON LN Bunit 1
AUSTIN, TX 78757
(30.356395, -97.731374)",10828778,Routine Inspection,30.356395,-97.731374
Vespaio,78704,5/28/2015,71,"1610 S CONGRESS AVE
AUSTIN, TX 78704
(30.247062, -97.750617)",2801096,Routine Inspection,30.247062,-97.750617
VFW # 3377,78652,4/29/2016,96,"12921 LOWDEN LN
AUSTIN, TX 78652
(30.129539, -97.835681)",2800656,Routine Inspection,30.129539,-97.835681
VFW #8787,78753,2/10/2016,97,"500 VFW RD
AUSTIN, TX 78753
(30.39186, -97.66921)",2800115,Routine Inspection,30.39186,-97.66921
VFW Post #856,78704,8/6/2015,100,"406 E ALPINE RD
AUSTIN, TX 78704
(30.224747, -97.757614)",2800629,Routine Inspection,30.224747,-97.757614
VFW Post 8925,78719,1/5/2017,90,"8706 FM 812 RD
AUSTIN, TX 78719
(30.163006, -97.690447)",2800651,Routine Inspection,30.163006,-97.690447
VIA 313 Pizza,78705,12/15/2016,93,"3016 GUADALUPE ST
AUSTIN, TX 78705
(30.297697, -97.741335)",11485756,Routine Inspection,30.297697,-97.741335
Vic's Bar-B-Que,78741,9/12/2016,87,"3502 BURLESON RD
AUSTIN, TX 78741
(30.216242, -97.734508)",2801051,Routine Inspection,30.216242,-97.734508
Vida Fit,78745,5/16/2016,98,"4360 S CONGRESS AVE Unit 106
AUSTIN, TX 78745
(30.218011, -97.767028)",11402265,Routine Inspection,30.218011,-97.767028
Villa Pizza (Food Court),78746,7/28/2014,85,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",2801072,Routine Inspection,30.254658,-97.809462
Villa Taco Shack,78745,11/17/2016,85,"4406 S CONGRESS AVE
AUSTIN, TX 78745
(30.217025, -97.767664)",11442473,Routine Inspection,30.217025,-97.767664
Village @ Marbridge,78652,8/20/2014,92,"2310 BLISS SPILLAR RD
AUSTIN, TX 78652
(30.136731, -97.855979)",10208073,Routine Inspection,30.136731,-97.855979
Village on the Park Onion Creek LLC,78748,11/8/2016,97,"11300 FARRAH LN
AUSTIN, TX 78748
(30.141103, -97.800126)",11476954,Routine Inspection,30.141103,-97.800126
Villarina Foods of Texas,78746,2/7/2017,96,"3201 BEE CAVES RD Unit 165
AUSTIN, TX 78746
(30.273599, -97.799243)",11054621,Routine Inspection,30.273599,-97.799243
Vinaigrette TX LLC,78704,9/14/2016,84,"2201 COLLEGE AVE
AUSTIN, TX 78704
(30.241425, -97.752185)",11463881,Routine Inspection,30.241425,-97.752185
Vince Young Steakhouse,78701,5/5/2016,87,"301 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264899, -97.741333)",10483507,Routine Inspection,30.264899,-97.741333
